1,69359,32360,55390,46297,48486,103421,91290,87837,88665,73766,5509,72251,66063,46663,19228,42845,78059,8458,100651,86085,43970,103015,88289,88679,46846,54506,110188,109854,60205,4563,7252,92349,30474,39491,19438,89785,51823,80461,113732,35247,85329,91523,42651,103833,35431,51451,92520,11627,55738,38168
2,38861,95191,55511,83969,96224,102366,50494,23889,68456,28554,11581,55098,100022,40126,82129,1974,24843,96458,87032,82317,60219,43246,81139,110713,7156,16414,10612,72853,64936,57605,47606,94832,50603,92194,87258,7890,48555,81650,53909,78389,14384,112789,11199,79623,49100,104352,111840,76463,42234,63144
3,110798,28943,107129,17287,92379,19326,62673,61324,110872,5346,88058,47839,59040,109233,20208,112161,77095,76604,79868,4798,70594,115266,56007,45198,94026,52766,13906,75943,32268,3550,3654,116409,29052,3170,3909,71741,65172,8146,94991,24177,103775,1736,21399,90434,111906,15053,6684,114201,19480,101733
11,8052,113564,55774,15844,65676,79345,13624,45652,10528,20389,26828,68918,112173,54313,19847,19517,15714,32133,68793,66955,52751,32800,27800,57514,8480,33940,78630,32771,83429,36833,57085,59862,18952,106412,82129,6264,34396,33590,80396,31527,29549,21941,10800,7799,68105,61471,61087,64874,38591,78871
13,42719,42109,93449,112207,22947,109415,65417,64425,21721,57171,51345,65131,84850,22971,69729,36617,59042,100043,32582,19796,52844,12841,90859,327,65624,30066,109709,70808,62605,44704,73926,80618,35243,68958,49244,29597,71974,113567,28241,9769,46771,111918,68038,53057,15314,114296,39021,39192,46462,49992
15,54598,81372,112749,27982,102743,73953,80050,45705,10443,85036,91111,49437,65878,67052,20792,86451,14807,88062,63972,107637,9774,94851,92020,116499,75276,113840,17274,8968,28348,45618,44540,72425,85913,80249,27862,44096,71388,42546,14819,26754,6322,50613,53333,96428,103045,79541,66650,109585,36714,105347
16,21158,86218,103577,16966,87818,46229,33773,51974,93001,92723,111716,54485,87200,103132,2257,84147,13516,34027,102301,107962,54790,108432,70858,55051,79596,92440,86641,92159,98297,21858,51176,100124,110609,51652,104002,107203,97919,68473,9651,106703,20321,14434,21445,108907,103062,115352,111740,101456,106352,60224
17,107085,55640,104978,107013,107098,25684,97466,37051,18789,104962,58653,107805,43840,29418,54381,97370,10203,53466,24312,99583,95306,64834,110854,37775,108854,16532,10307,92963,45510,89188,108239,14112,64338,92781,99655,89965,43960,48037,99551,32683,72342,51966,88288,53595,40383,112040,20010,52546,106821,7924
22,43263,115206,101862,86011,56104,67422,180,49603,109936,17146,7453,25433,10513,70829,47804,68051,99843,15169,13564,42503,56260,27864,6702,16745,83510,70148,1490,31970,27761,76524,4499,6865,38719,65811,106463,22688,30941,38606,7807,61850,23649,80289,104583,35305,55744,65241,6969,88273,1471,31538
25,10230,33633,9810,101999,71618,68328,47618,12485,28310,21693,92109,65097,791,9844,87077,39161,2349,93242,38710,42606,111893,99441,106891,65246,2083,6502,13249,89645,68770,113516,2632,942,24307,14299,89656,26586,35871,48403,77071,23803,88674,4581,71420,74442,13251,49787,47882,106821,89948,5329
26,47875,110172,46491,89524,36073,94852,88619,87222,90006,69398,103204,36071,49308,92421,108205,51182,63321,85661,88240,80341,47781,106741,65285,80217,86734,37127,75830,80227,89677,96087,92861,56131,47885,25339,92873,79521,78868,25356,112070,88580,94186,49227,87826,20600,88297,87574,48093,71163,89864,77723
27,58931,5872,90156,13131,89872,6626,35402,89217,816,14933,40754,91205,88337,3799,31946,42884,51342,19543,40272,52695,1772,28413,18863,114393,10750,66505,94241,96949,35946,78583,7833,27552,14690,6970,103873,24904,17111,5937,41125,16984,4336,52457,39059,35369,50286,63079,95722,72482,5377,45413
28,5872,114174,90156,80564,796,19928,13131,92113,80307,37400,1734,4394,71613,6626,51342,50520,51166,49196,20866,35402,73066,41439,23102,816,27045,71955,14933,89872,88337,14731,56231,104235,91205,35812,1158,42884,39800,19543,1923,68351,49415,34471,48397,52695,76977,88412,95713,112623,101554,75977
34,57014,70430,60501,98678,56239,49231,68882,91331,71519,49616,18173,22380,13903,30800,17830,75725,278,97355,95468,36518,74257,23883,20051,100528,15579,57995,25584,6496,76499,65219,45971,22471,14819,71725,893,77638,96244,47437,78142,17849,25264,24197,83952,23213,5348,17338,96416,86539,92802,4884
35,113203,112351,114929,82039,114204,116123,74912,73601,117039,92016,115141,113882,115865,97863,43068,115755,113247,111922,116598,110765,85752,78703,47112,112903,110737,113809,83116,48455,111715,1958,116130,52677,36784,77093,113538,115792,114744,113935,19849,25513,114514,19085,36054,37084,99163,62492,116697,16946,114896,114740
36,113759,103417,80765,100813,28512,89413,79511,98353,103122,99817,94774,109585,95319,107142,51505,110104,103834,77915,100703,92620,108596,102544,90312,105391,105967,114784,100802,103126,103113,18235,104790,103207,29569,77913,108507,107594,109597,115118,105822,109247,105505,113775,105501,94779,96593,96961,104269,6665,25120,109575
39,31100,83353,61117,24593,97748,1006,3115,1877,8746,19271,71548,8473,56578,10588,105154,63279,114364,111069,59212,84212,21160,90155,62081,11220,25799,102037,8380,39840,100172,30494,88535,37011,38318,7154,59960,44617,11624,7260,31368,19001,46925,93806,101091,73072,25995,95693,44258,107253,54501,84059
44,25164,25356,25178,77047,46377,88371,75830,25339,25197,99141,53300,59311,43707,63007,44722,110318,65476,1667,95536,27211,41604,3028,25525,30562,27903,25454,107941,51182,3652,42985,25306,29453,50636,32142,80333,28156,541,109920,11328,73287,37665,78709,78721,91827,33742,85276,19397,25385,90432,21536
45,16676,12644,133,1562,2306,21268,25908,16391,1973,26612,1969,64006,42059,6386,106891,39052,3832,7526,102105,67907,71850,39016,64710,53417,49888,60864,19319,14626,54828,60088,472,25445,1649,5253,49787,98667,7289,90288,8181,23239,4895,480,11533,43528,98092,34589,2248,25421,38839,73288
47,112900,4230,83861,91164,40814,101393,104711,6700,114434,31531,45355,6950,17417,35452,38557,46210,58513,13302,51231,14547,14552,14546,5253,33056,7636,21340,8564,21213,1374,69995,2148,1515,32712,14616,1500,44386,89251,51524,110134,63802,1668,17879,30778,12061,102449,52766,80050,11452,115035,4663
49,3889,53995,77483,3843,89779,48418,73804,98886,83545,18997,64650,94748,106835,95366,74094,23649,97642,46660,42065,22317,106441,22651,31739,24147,5414,47092,57576,66232,51807,14117,13662,38656,47673,22904,38242,85989,82519,19150,42545,34923,10680,43171,2028,62383,19214,23612,82053,54961,6845,49359
55,100940,51356,53403,59795,85459,9482,56455,21532,35513,17310,49511,35913,73810,33547,4159,61741,25159,101350,48827,20705,45413,80618,81926,19890,53276,23650,40981,57881,36308,7919,4640,94904,89255,75581,103141,102479,58360,5939,75263,37901,23185,25339,24734,17888,89798,85319,100764,81759,3326,58504
57,15058,15064,64508,18113,50342,69717,77970,34289,14144,82864,14419,12769,61702,45624,41613,65929,43430,29612,64796,63720,70218,46549,17213,47250,3318,7941,84558,17211,19442,78914,11597,41557,85527,109977,9125,2815,7508,26087,3802,27558,22923,42186,25972,35152,10496,25959,28819,74150,24689,50831
59,27337,111114,55349,37097,52131,111225,10044,69720,114108,87526,109635,114055,2352,31776,33555,27204,10169,5984,102769,13845,110744,108425,82529,32023,44218,40027,6050,68877,79281,45904,44611,45053,110457,64078,31599,80353,71753,48722,23226,114847,26296,74179,53506,48590,45187,62565,31183,75835,64923,100058
61,77578,65626,86808,18908,3063,82804,82091,13547,25577,41493,89968,4166,74337,104294,78279,114681,87067,9152,49484,78216,39942,70000,10885,80386,102171,86977,52994,23789,73373,14790,92839,41501,67285,46890,52488,30246,3537,21207,38524,103898,29430,113606,50026,107463,23378,14657,70346,89387,96027,87438
66,42985,43836,85661,51182,63028,36071,28063,37665,22404,76806,53845,20115,27944,110172,46491,35791,78868,72872,50506,60349,81281,44111,36857,73287,50614,37712,32900,87186,80679,70786,3782,45386,38289,22774,71062,50958,97110,112860,85158,88701,25339,32157,30045,86734,45278,25399,89524,66752,43440,1964
68,71102,36805,10042,111622,74090,100229,34255,104880,30827,8280,82479,80816,112852,82866,93252,80686,35280,63791,92187,36181,81023,38445,58572,53508,9575,113655,89854,11270,112819,63992,4347,69930,16094,34879,104867,47254,81181,90284,33659,103730,79104,1668,12757,75754,80633,89496,106044,95379,99747,2007
70,64626,2202,7153,5911,10072,10081,3283,6860,110609,108704,61723,83296,57825,67295,54031,81338,70505,41195,7155,20881,37902,27181,39419,7433,86245,42526,70327,5586,2949,78002,44300,3140,11307,3250,26023,54375,11430,86113,87487,1044,24851,116371,47896,101921,29873,61755,78196,22490,34281,33411
71,59883,47838,10983,67663,81302,71809,108125,73384,57390,76074,52271,30841,57495,28506,102824,26892,99134,102924,94973,51822,90114,57599,109100,72781,96275,106608,52967,54831,104658,112673,61371,28737,73151,78400,112600,95682,61747,107294,30815,39544,93923,79451,12094,24036,29773,85502,82729,32199,83787,86037
80,20242,100936,5146,9760,7762,12451,75394,51643,71040,27749,61361,38741,50657,43145,5180,32298,20781,77495,24670,34567,34530,32220,46137,6916,1625,94940,23542,91212,37309,95665,108766,11998,93226,49037,55731,109651,34555,31970,105819,19743,73028,83370,71936,817,24694,57021,31278,12822,76439,35961
81,2248,4999,105304,3852,1641,93550,1076,84720,2468,22430,13370,97155,74846,14163,53132,13187,38718,26809,104777,76159,57374,69455,1604,64122,62465,49546,23239,42380,100454,37743,78806,38226,109379,20209,26801,66471,111541,7934,102194,68951,20430,111440,24252,23496,3832,2586,31360,64401,6568,34589
82,78235,1609,91694,99358,27974,95038,73550,42833,62483,58634,52459,53736,20609,61078,93002,35644,14227,94790,73573,52340,76424,87234,116032,101805,37133,72925,34177,18974,52674,104260,40685,100626,85293,63235,4858,111114,69022,9300,65370,59085,16408,84441,100275,78951,80086,66139,72114,16061,24108,41929
88,61124,85435,60610,10959,98035,20668,37351,17643,25881,101280,55238,102915,32527,16356,93950,113390,63849,34861,37650,21122,77066,78831,58478,100836,26352,3412,36039,22324,103143,26524,13523,67573,70994,50180,22510,102199,40013,99193,70728,82022,34862,33929,67190,49357,97227,19257,39885,58705,105524,48566
89,82366,38308,66464,32003,42809,81035,79981,37173,76616,109564,57701,96759,116634,21687,20341,26352,70728,68317,34976,50126,308,11924,77325,93726,105276,48403,85741,8404,21551,87057,2388,23526,44097,8764,115308,13577,17591,595,32997,111576,114049,79804,76559,102308,27297,28673,15162,55884,5322,42218
90,4340,57849,65393,67156,59038,114330,7882,20590,64927,99225,80217,15974,15000,36073,14753,21476,90006,11170,4230,35264,2611,71928,10450,74823,3422,14757,90481,70650,98837,15051,110913,3349,35531,14107,32959,110904,34914,392,46336,110828,8539,44845,80236,10781,91881,25668,38321,14771,13268,14669
91,794,19045,40443,12413,59460,45823,24010,102702,50076,1621,18487,46841,15148,18681,81149,68314,45938,22175,14702,44561,21990,7732,10730,33851,93446,84117,27435,18932,5777,42717,5952,78278,17338,16300,11103,19916,2954,67427,17094,49365,35852,6386,85899,23936,32033,41355,48969,18457,30487,42582
