1,69359,32360,91290,87837,55390,46297,103421,19228,48486,5509,88665,73766,103015,109854,66063,46663,72251,88679,8458,60205,42845,43970,100651,78059,88289,110188,54506,80461,46846,86085,30474,55738,51823,4563,7252,35431,39491,113732,91523,51451,92349,35247,11627,103833,16433,107280,19438,34703,38168,92520
2,38861,95191,96224,102366,55511,83969,50494,23889,55098,82129,68456,40126,82317,28554,100022,96458,11581,87032,81139,1974,7156,47606,16414,64936,24843,110713,50603,10612,87258,60219,43246,92194,57605,111840,48555,72853,20439,94832,7890,110412,79623,112789,11199,30053,81650,40585,76463,53909,14384,78389
3,110798,28943,107129,17287,92379,19326,62673,61324,110872,88058,5346,112161,109233,47839,20208,59040,79868,77095,76604,115266,4798,70594,45198,5629,114201,103775,3550,3654,88605,44470,3170,52766,76943,109125,21399,65172,56007,75943,116409,111906,89594,1736,3909,15053,19480,94026,6684,94991,10044,13906
11,8052,113564,55774,15844,65676,10528,79345,45652,20389,13624,26828,68918,19517,32133,15714,57514,32771,112173,54313,80396,19847,27800,68793,32800,106412,33590,8480,66955,36833,83429,52751,33940,78630,61087,31527,57085,6264,18952,10800,82129,68105,59862,34396,29549,7799,21941,5008,87884,61471,14521
13,42719,93449,42109,112207,22947,65417,109415,64425,21721,57171,51345,65131,84850,22971,32582,69729,59042,19796,36617,35243,12841,30066,100043,327,52844,90859,68958,70808,65624,80618,76469,109709,73926,39021,14289,62605,15314,49244,16476,71974,44704,68375,56117,37662,42836,28241,18251,113567,9769,46771
15,54598,112749,81372,27982,73953,102743,10443,80050,91111,45705,85036,65878,67052,49437,20792,75276,88062,86451,63972,28348,9774,14807,94851,17274,72425,8968,113840,116499,107637,45618,53333,103045,92020,85913,44096,105347,50613,6322,44540,71388,14819,80249,96428,27862,26754,42546,66650,79541,29722,109585
16,21158,86218,103577,51974,87818,16966,46229,92723,93001,33773,54485,79596,84147,111716,87200,2257,107962,108432,13516,34027,103132,54790,102301,70858,86641,9651,104002,51176,101456,92159,92440,99556,107203,98297,97919,104033,55051,21858,100124,111740,59761,10570,20321,14434,98073,68473,60224,110609,21445,51652
17,107085,55640,104978,25684,107013,107098,97466,29418,18789,104962,37051,37775,107805,43840,10203,54381,64834,99583,58653,95306,108854,97370,53466,24312,32683,110854,10307,51966,16532,12868,64338,14112,45510,1462,53821,39860,99655,43960,49874,43331,89965,107420,61424,92963,7924,99551,89188,20010,52546,2406
22,101862,43263,115206,86011,56104,10513,49603,67422,47804,109936,83510,99843,25433,180,70829,17146,7453,13564,6969,68051,15169,27864,16745,1490,6702,42503,56260,70148,38719,4499,31970,61850,27761,76524,37544,6865,38606,106463,38151,55744,22688,80289,35305,23649,65811,16511,71749,31538,30941,88273
25,10230,33633,9810,101999,68328,71618,47618,28310,12485,21693,65097,92109,9844,87077,791,42606,2349,39161,65246,93242,14299,68770,2083,35871,13249,49787,74442,24307,111893,11989,23803,3512,80749,100421,26586,15459,38710,2632,106891,99441,109792,77071,4581,96577,942,88674,89656,13251,113516,6502
